[4847222.33,620352.25],
[4847593.31,620856.67],
[4847682.86,620482.8],
[4847982.96,620996.75],
[4847826.21,620166.07],
[4847807.7,620781.3],
[4847880.34,620506.75],
[4848219.1,620520.57],
[4848130.93,620377.87]


[1383,9353],
[5371,6452],
[2531,5861],
[6439,3385],
[163,4929],
[4791,4713],
[2671,4151],
[2753,1645],
[1638,2267]
